Dist Code,State Code,State Name,Dist Name,Year,WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),ANNUAL RAINFALL (Millimeters),KHARIF_RAIN_MM,RABI_RAIN_MM,WHEAT IRRIGATED AREA (1000 ha),CANALS AREA (1000 ha),TUBE WELLS AREA (1000 ha),TOTAL WELLS AREA (1000 ha),NET AREA (1000 ha),GROSS AREA (1000 ha),NET CROPPED AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent),KHARIF_TMAX,KHARIF_TMIN,RABI_TMAX,RABI_TMIN,ANNUAL_TMAX,ANNUAL_TMIN,DIURNAL_TEMP_RANGE,N_KG_PER_HA,P_KG_PER_HA,K_KG_PER_HA,NPK_TOTAL_KG_PER_HA,FERT_KHARIF_TONS,FERT_RABI_TONS,GROWING_PERIOD_DAYS,SOIL_TYPE_DOMINANT,ANNUAL NORMAL RAINFALL (Millimeters),WHEAT_STATE_PRICE,FERT_DATA_AVAILABLE
1,14,Chhattisgarh,Durg,1981,41.5,23.6,568.67,947.6,932.8,0.6,5.1,150.8,0.71,8.15,188.4,199.8,1049.6,1285.7,122.49,32.072500000000005,24.7425,28.983999999999998,15.486,32.359166666666674,20.831666666666663,11.52750000000001,15.54,7.7,2.53,25.76,1669.0,4366.0,164.0,LOAMY,1277.0,184.5,0
1,14,Chhattisgarh,Durg,1982,41.1,23.9,581.51,841.6,757.4,59.0,4.7,156.0,2.15,12.0,197.8,204.3,1055.5,1381.9,130.92,32.4625,24.78,29.726,16.146,32.6625,20.91583333333333,11.74666666666667,15.54,7.7,2.53,25.76,1669.0,4366.0,164.0,LOAMY,1277.0,227.1,0
1,14,Chhattisgarh,Durg,1983,39.9,20.6,516.29,1073.2,973.3,89.1,6.1,164.2,1.58,11.14,204.8,213.7,1059.8,1427.2,134.67,32.61,25.1525,28.512,15.196000000000002,32.38583333333333,20.779166666666665,11.606666666666666,15.54,7.7,2.53,25.76,1669.0,4366.0,164.0,LOAMY,1277.0,222.55,0
1,14,Chhattisgarh,Durg,1984,40.5,19.9,491.36,1102.2,891.2,142.8,4.5,161.0,1.62,11.45,219.7,227.2,1058.9,1396.7,131.9,31.42,24.18,28.964,15.552000000000001,32.30416666666667,20.7525,11.551666666666666,15.54,7.7,2.53,25.76,1669.0,4366.0,164.0,LOAMY,1277.0,185.85,0
1,14,Chhattisgarh,Durg,1985,39.4,21.0,532.99,994.8,940.7,52.2,4.7,125.8,2.1,8.9,167.2,173.0,1063.5,1444.7,135.84,31.815,24.4375,29.182,15.679999999999998,32.6825,21.025000000000002,11.657499999999995,15.54,7.7,2.53,25.76,1669.0,4366.0,164.0,LOAMY,1277.0,196.45,0
1,14,Chhattisgarh,Durg,1986,37.0,24.0,648.65,1112.7,979.3,113.60000000000001,4.6,134.0,3.07,11.3,187.0,192.3,1051.2,1310.0,124.62,31.9375,24.465000000000003,29.266000000000002,16.088,32.55583333333333,20.979166666666664,11.576666666666668,15.54,7.7,2.53,25.76,1669.0,4366.0,164.0,LOAMY,1277.0,198.3,0
1,14,Chhattisgarh,Durg,1987,43.0,23.0,534.88,742.6,628.5999999999999,108.49999999999999,4.7,163.3,3.58,13.36,211.0,221.0,1052.8,1320.8,125.46,33.08,25.5075,29.23,15.847999999999995,32.77,21.085,11.685000000000002,15.54,7.7,2.53,25.76,1669.0,4366.0,164.0,LOAMY,1277.0,247.25,0
1,14,Chhattisgarh,Durg,1988,43.7,20.2,462.24,650.1,632.1,15.899999999999999,4.7,147.4,7.6,17.5,204.3,216.5,1038.6,1254.2,120.76,32.0875,24.735000000000003,29.386000000000003,16.018,32.76999999999999,21.221666666666668,11.548333333333321,15.54,7.7,2.53,25.76,1669.0,4366.0,164.0,LOAMY,1277.0,313.15,0
1,14,Chhattisgarh,Durg,1989,43.8,22.7,518.26,1092.1,201.5,0.0,5.4,149.5,11.2,25.1,218.8,229.7,1040.4,1259.3,121.04,31.677500000000002,24.365,29.128000000000004,15.677999999999997,32.36000000000001,20.723333333333333,11.636666666666674,15.54,7.7,2.53,25.76,1669.0,4366.0,164.0,LOAMY,1277.0,293.95,0
1,14,Chhattisgarh,Durg,1990,36.2,24.8,685.08,1309.7,1037.3000000000002,143.0,3.76,156.79,7.49,16.79,209.89,230.49,1035.69,1361.09,131.42,31.2975,23.9575,29.542,16.332,32.098333333333336,20.749166666666664,11.349166666666672,15.54,7.7,2.53,25.76,1669.0,4366.0,164.0,LOAMY,1277.0,317.5,1
1,14,Chhattisgarh,Durg,1991,34.8,21.6,620.69,764.9,718.5,28.0,4.65,190.35,10.64,23.13,260.89,276.16,1036.39,1352.39,130.49,31.9725,24.515,29.258,16.134,32.530833333333334,21.145,11.385833333333334,16.35,13.01,4.65,34.02,1757.0,4431.0,164.0,LOAMY,1277.0,370.0,1
1,14,Chhattisgarh,Durg,1992,56.1,20.5,365.42,923.2,828.8,0.0,4.66,179.91,15.08,27.99,269.73,288.32,1037.89,1357.69,130.81,32.385000000000005,24.849999999999998,28.936,15.681999999999999,32.61750000000001,21.001666666666665,11.615833333333342,16.31,12.98,4.64,33.92,1757.0,4431.0,164.0,LOAMY,1277.0,409.0,1
1,14,Chhattisgarh,Durg,1993,33.8,23.8,704.14,887.7,778.9,98.3,5.73,192.53,15.95,27.93,274.83,300.18,1044.89,1417.39,135.65,32.425000000000004,25.0675,29.226,15.889999999999997,32.59916666666667,21.0575,11.541666666666668,21.91,13.26,5.17,40.34,2195.0,5187.0,164.0,LOAMY,1277.0,463.0,1
1,14,Chhattisgarh,Durg,1994,36.5,29.4,805.48,1462.9,1385.0,74.9,6.81,193.7,20.48,31.57,264.83,305.07,1046.77,1451.25,138.64,31.285,23.885,29.21,15.870000000000001,32.34833333333333,20.76083333333333,11.587499999999999,22.02,10.39,2.73,35.14,1292.0,4252.0,164.0,LOAMY,1277.0,487.5,1
1,14,Chhattisgarh,Durg,1995,37.1,26.5,714.29,1350.6,1193.6,157.0,6.5,202.48,21.1,32.38,278.03,312.44,1048.54,1455.71,138.83,32.8025,25.29,29.191999999999997,15.930000000000001,32.5375,20.933333333333334,11.604166666666668,22.04,10.4,2.74,35.18,1292.0,4252.0,164.0,LOAMY,1277.0,512.0,1
1,14,Chhattisgarh,Durg,1996,36.2,29.1,803.87,1289.7,1201.8,87.9,6.46,194.32,22.23,33.2,281.84,307.06,1050.72,1427.29,135.84,32.42,24.74,29.68,15.88,32.995,21.11,11.884999999999998,22.41,10.57,2.78,35.77,1292.0,4252.0,164.0,LOAMY,1277.0,639.5,1
1,14,Chhattisgarh,Durg,1997,35.6,18.3,514.04,1586.7,1429.6,111.1,5.72,203.84,23.76,33.64,279.5,311.76,1052.61,1426.93,135.56,32.545,24.865,29.3,15.930000000000001,32.52833333333333,20.8325,11.69583333333333,31.21,12.1,4.81,48.12,1089.0,4475.0,164.0,LOAMY,1277.0,676.5,1
1,14,Chhattisgarh,Durg,1998,39.96,24.84,621.62,1313.5,1065.5,196.5,6.544,149.86,32.37,44.21,245.68,275.68,1042.11,1340.24,128.61,33.0625,25.34,29.604000000000003,16.494,33.060833333333335,21.4875,11.573333333333334,36.53,16.755000000000003,6.84,60.16,2390.0,5735.5,164.0,LOAMY,1277.0,615.5,1
1,14,Chhattisgarh,Durg,2000,29.9,17.59,588.19,,,,9.674,138.29,47.62,56.91,233.03,264.78,1023.38,1210.93,118.33,31.837500000000002,24.4,29.926000000000005,16.56,32.78083333333333,21.22416666666667,11.556666666666658,35.63,16.07,6.37,58.07,1203.0,3917.0,164.0,LOAMY,1277.0,783.0,1
1,14,Chhattisgarh,Durg,2001,34.33,24.11,702.43,,,,11.864,202.12,52.73,60.12,302.02,339.55,1035.78,1341.98,129.56,31.4625,24.02,30.088,16.701999999999998,32.660833333333336,21.055833333333332,11.605000000000004,33.16,14.31,4.54,52.01,878.0,1816.0,164.0,LOAMY,1277.0,768.0,1
1,14,Chhattisgarh,Durg,2002,33.25,25.09,754.44,1092.1,732.4,50.0,12.023,162.84,58.08,66.19,264.99,300.77,1032.39,1283.3,124.3,32.3175,24.8775,29.887999999999998,16.498,33.11333333333334,21.50833333333333,11.605000000000008,27.41,13.71,6.12,47.25,1104.0,3455.0,164.0,LOAMY,1277.0,795.5,1
1,14,Chhattisgarh,Durg,2003,37.99,29.58,778.78,,,,13.503,173.33,54.24,61.6,267.95,311.63,1038.52,1379.58,132.84,32.5675,25.130000000000003,29.49,16.11,33.00666666666667,21.406666666666666,11.600000000000001,27.13,11.63,4.96,43.73,1249.0,3834.0,164.0,LOAMY,1277.0,,1
1,14,Chhattisgarh,Durg,2004,36.43,23.19,636.48,997.9,984.6,13.3,13.441,187.88,74.83,81.37,307.95,366.27,1039.53,1416.16,136.23,32.0075,24.565,28.82,15.434000000000001,32.42583333333334,20.820833333333336,11.605,37.43,17.5,7.31,62.25,3287.0,10264.0,164.0,LOAMY,1277.0,749.0,1
1,14,Chhattisgarh,Durg,2005,36.43,23.19,636.48,1103.9,638.1,12.3,13.47,193.78,82.2,88.11,316.12,382.85,1041.71,1435.08,137.76,32.985,25.5575,29.121999999999996,15.734,32.84833333333333,21.2475,11.60083333333333,38.05,17.44,8.62,64.1,4682.0,12159.0,164.0,LOAMY,1277.0,877.0,1
1,14,Chhattisgarh,Durg,2006,36.81,26.62,723.16,886.4,792.2,4.4,13.956,192.2,96.69,102.39,327.54,408.76,1039.95,1433.76,137.87,32.2575,24.8125,30.324,16.936,32.850833333333334,21.245,11.605833333333333,51.15,22.07,10.55,83.77,4055.0,11809.0,164.0,LOAMY,1277.0,1112.5,1
1,14,Chhattisgarh,Durg,2007,37.32,34.38,921.03,1068.5,1058.8999999999999,7.8,16.616,202.76,99.57,104.48,343.0,437.49,1038.2,1444.62,139.15,32.347500000000004,24.9025,29.514,16.128,32.8325,21.227500000000003,11.605,47.41,22.47,11.0,80.89,4678.0,14567.0,164.0,LOAMY,1277.0,1330.0,1
1,14,Chhattisgarh,Durg,2008,36.46,31.19,855.47,904.8,898.0,0.0,18.262,179.87,116.15,120.68,332.59,435.93,1031.64,1391.09,134.84,32.115,24.675,29.686,16.3,32.83583333333333,21.231666666666666,11.604166666666668,45.34,29.21,16.68,91.24,5490.0,15713.0,164.0,LOAMY,1277.0,1369.5,1
1,14,Chhattisgarh,Durg,2009,42.44,38.12,898.09,695.7,691.5,4.2,22.516,158.96,129.02,133.04,316.75,410.81,1026.77,1361.03,132.55,33.5175,26.08,30.462,17.080000000000002,33.75583333333333,22.153333333333336,11.602499999999992,64.9,33.14,17.12,115.16,2712.0,13085.0,164.0,LOAMY,1277.0,1522.0,1
1,14,Chhattisgarh,Durg,2010,46.12,45.87,994.69,1149.7,1094.1000000000001,47.9,25.678,185.09,129.68,133.93,342.65,460.9,1026.61,1403.63,136.73,32.88,25.439999999999998,29.8,16.416,33.57666666666666,21.973333333333333,11.603333333333328,64.89,36.14,17.98,119.01,6104.0,18461.0,164.0,LOAMY,1277.0,1412.5,1
1,14,Chhattisgarh,Durg,2011,44.98,50.19,1115.68,1282.3,1172.8,27.7,28.442,192.08,143.04,146.62,346.08,481.57,1030.41,1409.94,136.83,32.2,24.7625,29.442,16.056,32.59166666666667,20.989166666666666,11.602500000000003,247.91,147.85,45.19,440.94,8876.0,26018.0,164.0,LOAMY,1277.0,1415.0,1
1,14,Chhattisgarh,Durg,2012,43.87,47.69,1087.1,1092.1,1009.3,56.400000000000006,28.287,195.14,153.83,157.15,372.6,506.04,1029.07,1415.98,137.6,32.54,25.1,29.344,15.968,32.90333333333333,21.30333333333333,11.599999999999998,89.77,55.05,17.07,161.89,3412.0,6284.0,164.0,LOAMY,1277.0,1582.0,1
1,14,Chhattisgarh,Durg,2013,41.54,43.33,1043.06,1568.0,1360.1000000000001,190.7,26.273,197.4,161.84,165.15,381.39,535.27,1030.52,1431.3,138.89,31.44,24.047500000000003,29.363999999999997,15.984,32.524166666666666,20.938333333333336,11.58583333333333,96.42,40.59,14.83,151.84,2585.0,8018.0,164.0,LOAMY,1277.0,1991.0,1
1,14,Chhattisgarh,Durg,2014,44.25,50.96,1151.49,1379.7,1133.4,150.9,28.773,186.58,196.67,199.21,401.8,548.91,1026.15,1438.76,140.21,33.050000000000004,25.6575,30.157999999999998,16.714,33.12,21.492500000000003,11.627499999999994,102.96,61.63,27.35,191.94,4540.0,12788.0,164.0,LOAMY,1277.0,1790.0,1
1,14,Chhattisgarh,Durg,2015,48.72,54.6,1120.74,1008.7,888.2,14.9,32.704,112.18,103.18,107.9,237.61,320.33,1030.0,1438.03,139.61,32.3525,25.6575,30.266000000000002,17.48,32.91833333333333,21.811666666666667,11.106666666666662,131.4,53.09,25.05,209.54,4123.0,9751.0,164.0,LOAMY,1277.0,2102.0,1
2,14,Chhattisgarh,Bastar,1966,2.0,1.0,500.0,1210.0,1024.3999999999999,107.1,0.0,0.0,0.0,0.86,12.4,12.4,,,,29.685000000000002,22.6575,29.012,14.904,31.205,19.30666666666667,11.89833333333333,1.99,1.3,0.24,3.54,382.0,1170.0,194.0,LOAMY,1535.0,,0
2,14,Chhattisgarh,Bastar,1967,2.0,1.0,500.0,1478.1,1210.2,94.3,0.0,0.0,0.0,1.0,13.1,13.1,,,,29.35,22.26,28.886000000000003,14.674000000000001,30.795833333333334,18.903333333333336,11.892499999999998,1.99,1.3,0.24,3.54,382.0,1170.0,194.0,LOAMY,1535.0,,0
2,14,Chhattisgarh,Bastar,1968,2.3,1.0,434.78,1330.5,973.9000000000001,193.79999999999998,0.1,0.0,0.0,1.12,12.1,12.1,,,,29.435000000000002,22.4575,28.326,14.258,30.448333333333334,18.635,11.813333333333333,1.99,1.3,0.24,3.54,382.0,1170.0,194.0,LOAMY,1535.0,,0
2,14,Chhattisgarh,Bastar,1969,2.3,1.5,652.17,1538.1,1279.4,153.20000000000002,0.2,0.0,0.0,1.07,13.3,13.3,,,,29.0475,22.044999999999998,28.857999999999997,14.672,30.858333333333334,19.018333333333334,11.84,1.99,1.3,0.24,3.54,382.0,1170.0,194.0,LOAMY,1535.0,,0
2,14,Chhattisgarh,Bastar,1970,2.4,1.9,791.67,1659.9,1405.9999999999998,27.7,0.2,0.0,0.0,1.15,13.3,13.3,,,,28.5325,21.5775,28.130000000000003,14.132,30.31083333333333,18.604166666666668,11.706666666666663,1.99,1.3,0.24,3.54,382.0,1170.0,194.0,LOAMY,1535.0,,0
2,14,Chhattisgarh,Bastar,1971,2.5,1.5,600.0,1299.9,905.0,164.1,0.4,0.0,0.0,0.82,13.2,13.2,,,,28.5,21.6075,27.82,13.888,29.804999999999996,18.128333333333334,11.676666666666662,1.99,1.3,0.24,3.54,382.0,1170.0,194.0,LOAMY,1535.0,,0
2,14,Chhattisgarh,Bastar,1972,2.7,1.7,629.63,1303.5,1210.4,77.0,0.4,0.0,0.0,1.26,13.1,13.1,,,,30.075,22.95,28.544,14.420000000000002,31.0475,19.181666666666665,11.865833333333335,1.99,1.3,0.24,3.54,382.0,1170.0,194.0,LOAMY,1535.0,,0
2,14,Chhattisgarh,Bastar,1973,2.6,1.9,730.77,1287.8,1049.1,214.2,0.8,0.0,0.0,1.31,13.2,13.2,,,,29.3925,22.445,28.698,14.744,31.158333333333335,19.43583333333333,11.722500000000004,1.99,1.3,0.24,3.54,382.0,1170.0,194.0,LOAMY,1535.0,,0
2,14,Chhattisgarh,Bastar,1974,2.4,2.0,833.33,933.1,815.9,78.30000000000001,0.9,0.1,0.0,1.38,8.4,8.4,,,,29.6125,22.595,28.077999999999996,13.985999999999999,30.74166666666667,18.987500000000004,11.754166666666666,1.99,1.3,0.24,3.54,382.0,1170.0,194.0,LOAMY,1535.0,,0
2,14,Chhattisgarh,Bastar,1975,3.7,2.9,783.78,1829.2,1531.1999999999998,247.29999999999998,1.3,0.5,0.0,1.14,8.6,8.6,,,,28.835,21.832499999999996,27.741999999999997,13.751999999999999,30.382499999999997,18.620833333333334,11.761666666666663,1.99,1.3,0.24,3.54,382.0,1170.0,194.0,LOAMY,1535.0,,0
2,14,Chhattisgarh,Bastar,1976,3.3,2.2,666.67,1490.2,1367.9,25.8,1.2,0.4,0.0,1.08,9.1,9.1,,,,29.13,21.875,28.874000000000002,14.61,30.795,18.830833333333334,11.964166666666667,1.99,1.3,0.24,3.54,382.0,1170.0,194.0,LOAMY,1535.0,,0
2,14,Chhattisgarh,Bastar,1977,3.3,2.6,787.88,1778.4,1483.7000000000003,157.6,1.3,0.6,0.01,1.15,9.0,9.0,,,,29.335,22.247500000000002,28.738,14.620000000000001,30.77416666666667,18.924999999999997,11.849166666666672,1.99,1.3,0.24,3.54,382.0,1170.0,194.0,LOAMY,1535.0,,0
2,14,Chhattisgarh,Bastar,1978,3.0,2.8,933.33,1768.1,1567.6,121.80000000000001,1.0,0.2,0.0,1.02,8.7,8.7,,,,28.909999999999997,21.892500000000002,28.424,14.451999999999998,30.549166666666665,18.78583333333333,11.763333333333335,1.99,1.3,0.24,3.54,382.0,1170.0,194.0,LOAMY,1535.0,120.8,0
2,14,Chhattisgarh,Bastar,1979,3.0,2.4,800.0,1280.4,1127.0,109.90000000000002,1.0,1.9,0.0,1.17,10.4,10.5,,,,30.14,22.8025,29.095999999999997,15.041999999999998,31.19416666666667,19.245,11.94916666666667,1.99,1.3,0.24,3.54,382.0,1170.0,194.0,LOAMY,1535.0,155.8,0
2,14,Chhattisgarh,Bastar,1980,2.9,3.1,1068.97,1656.7,1580.6,29.900000000000002,0.9,1.0,0.03,0.94,10.5,10.5,,,,29.214999999999996,21.910000000000004,29.136000000000003,15.012,31.135,19.242500000000003,11.892499999999998,1.99,1.3,0.24,3.54,382.0,1170.0,194.0,LOAMY,1535.0,181.25,0
2,14,Chhattisgarh,Bastar,1981,3.0,3.3,1100.0,1417.6,1283.5,37.5,0.9,1.6,0.03,1.05,12.0,12.0,,,,29.41,22.3825,28.369999999999997,14.25,30.624166666666667,18.862499999999997,11.76166666666667,1.99,1.3,0.24,3.54,382.0,1170.0,194.0,LOAMY,1535.0,184.5,0
2,14,Chhattisgarh,Bastar,1982,3.2,3.9,1218.75,1479.2,1337.5,77.5,0.7,1.3,0.18,1.34,13.0,13.0,,,,29.7175,22.4875,29.044,14.876,30.97083333333333,19.084166666666665,11.886666666666667,1.99,1.3,0.24,3.54,382.0,1170.0,194.0,LOAMY,1535.0,227.1,0
2,14,Chhattisgarh,Bastar,1983,2.9,2.7,931.03,1538.9,1385.4,118.80000000000001,0.7,3.3,0.14,1.72,13.3,13.3,,,,29.88,22.7825,28.215999999999998,14.202000000000002,30.850000000000005,19.044999999999998,11.805000000000007,1.99,1.3,0.24,3.54,382.0,1170.0,194.0,LOAMY,1535.0,222.55,0
2,14,Chhattisgarh,Bastar,1984,2.8,3.0,1071.43,1018.6,879.4000000000001,63.0,0.5,3.8,0.11,1.28,15.7,16.1,,,,29.0175,22.037499999999998,28.477999999999998,14.408000000000001,30.656666666666666,18.88,11.776666666666667,1.99,1.3,0.24,3.54,382.0,1170.0,194.0,LOAMY,1535.0,185.85,0
2,14,Chhattisgarh,Bastar,1985,2.6,2.6,1000.0,1389.7,1184.9,153.00000000000003,0.6,4.4,0.07,1.33,15.6,15.6,,,,29.11,22.0575,28.46,14.338,30.836666666666662,19.00166666666667,11.834999999999994,1.99,1.3,0.24,3.54,382.0,1170.0,194.0,LOAMY,1535.0,196.45,0
2,14,Chhattisgarh,Bastar,1986,3.0,3.0,1000.0,1711.6,1388.6,259.0,0.6,4.8,0.0,1.32,18.1,18.1,,,,29.384999999999998,22.277500000000003,28.612000000000002,14.678,30.845,19.0575,11.787499999999998,1.99,1.3,0.24,3.54,382.0,1170.0,194.0,LOAMY,1535.0,198.3,0
2,14,Chhattisgarh,Bastar,1987,3.0,2.0,666.67,1448.5,1196.8,176.9,0.7,6.4,0.0,1.31,19.0,19.0,,,,30.31,23.1475,28.610000000000003,14.560000000000002,30.948333333333334,19.099166666666665,11.849166666666669,1.99,1.3,0.24,3.54,382.0,1170.0,194.0,LOAMY,1535.0,247.25,0
2,14,Chhattisgarh,Bastar,1988,2.8,3.0,1071.43,1419.9,1278.8,65.0,0.8,4.6,0.0,1.3,18.5,18.6,,,,29.435000000000002,22.392500000000002,28.682000000000006,14.632,30.944999999999993,19.17,11.774999999999991,1.99,1.3,0.24,3.54,382.0,1170.0,194.0,LOAMY,1535.0,313.15,0
2,14,Chhattisgarh,Bastar,1989,2.6,2.7,1038.46,1852.9,1734.1,24.1,0.7,4.0,0.0,1.5,20.0,20.0,,,,29.0975,22.080000000000002,28.432,14.342000000000002,30.617500000000003,18.794999999999998,11.822500000000005,1.99,1.3,0.24,3.54,382.0,1170.0,194.0,LOAMY,1535.0,293.95,0
2,14,Chhattisgarh,Bastar,1990,2.0,2.4,1200.0,1824.3,1474.8999999999999,191.70000000000002,0.73,2.83,0.03,1.335,15.5,15.5,,,,28.79,21.7625,28.832,14.879999999999999,30.388333333333335,18.730833333333333,11.657500000000002,1.99,1.3,0.24,3.54,382.0,1170.0,194.0,LOAMY,1535.0,317.5,1
2,14,Chhattisgarh,Bastar,1991,2.2,3.0,1363.64,1204.8,1100.5,91.4,0.73,0.89,0.03,1.335,18.67,18.67,,,,29.295,22.197499999999998,28.564,14.660000000000002,30.773333333333326,19.095,11.678333333333327,3.38,1.4,0.37,5.15,398.0,1187.0,194.0,LOAMY,1535.0,370.0,1
